
 The run is 10000 proton of 75 MeV through 20 m   of C12 (density: 4.472 g/cm3 )

 Process calls frequency:
	protonInelastic= 10000


 MeanFreePath:	17.6737 cm  +- 17.5985 cm 	massic: 79.0369 g/cm2 
 CrossSection:	0.0565812 cm^-1 		massic: 1.26523 mm2/g 
 crossSection per atom:	252.116 mbarn 

 Verification: crossSections from G4HadronicProcessStore:
     protonInelastic= 1.28472 mm2/g 	256 mbarn 
               total= 1.28472 mm2/g 	256 mbarn 

 List of nuclear reactions: 

                     proton + C12 --> 2 alpha + deuteron + He3:      72   Q = -25.6266 MeV
                       proton + C12 --> 2 deuteron + He3 + Li6:       1   Q = -47.9998 MeV
                  proton + C12 --> 2 proton + 2 alpha + triton:     230   Q = -27.0876 MeV
                  proton + C12 --> 2 proton + 2 deuteron + Li7:       3   Q = -48.4671 MeV
             proton + C12 --> 2 proton + 2 neutron + He3 + Li6:       1   Q = -52.4486 MeV
                               proton + C12 --> 2 proton + B11:      28   Q = -15.9565 MeV
                        proton + C12 --> 2 proton + B11[0.507]:       1   Q = -15.957 MeV
                     proton + C12 --> 2 proton + B11[1011.876]:       1   Q = -16.9684 MeV
                     proton + C12 --> 2 proton + B11[1019.627]:       1   Q = -16.9761 MeV
                     proton + C12 --> 2 proton + B11[1021.960]:       1   Q = -16.9785 MeV
                     proton + C12 --> 2 proton + B11[1043.100]:       1   Q = -16.9996 MeV
                      proton + C12 --> 2 proton + B11[105.432]:       1   Q = -16.0619 MeV
                      proton + C12 --> 2 proton + B11[106.211]:       1   Q = -16.0627 MeV
                      proton + C12 --> 2 proton + B11[106.922]:       1   Q = -16.0634 MeV
                      proton + C12 --> 2 proton + B11[115.663]:       1   Q = -16.0722 MeV
                      proton + C12 --> 2 proton + B11[120.948]:       1   Q = -16.0774 MeV
                      proton + C12 --> 2 proton + B11[125.365]:       1   Q = -16.0819 MeV
                      proton + C12 --> 2 proton + B11[127.006]:       1   Q = -16.0835 MeV
                       proton + C12 --> 2 proton + B11[13.548]:       1   Q =  -15.97 MeV
                      proton + C12 --> 2 proton + B11[134.003]:       1   Q = -16.0905 MeV
                       proton + C12 --> 2 proton + B11[14.535]:       1   Q = -15.971 MeV
                      proton + C12 --> 2 proton + B11[141.384]:       1   Q = -16.0979 MeV
                      proton + C12 --> 2 proton + B11[152.386]:       1   Q = -16.1089 MeV
                      proton + C12 --> 2 proton + B11[156.298]:       1   Q = -16.1128 MeV
                      proton + C12 --> 2 proton + B11[157.424]:       1   Q = -16.1139 MeV
                      proton + C12 --> 2 proton + B11[167.977]:       1   Q = -16.1245 MeV
                       proton + C12 --> 2 proton + B11[17.447]:       1   Q = -15.9739 MeV
                      proton + C12 --> 2 proton + B11[172.587]:       1   Q = -16.1291 MeV
                       proton + C12 --> 2 proton + B11[18.698]:       1   Q = -15.9752 MeV
                       proton + C12 --> 2 proton + B11[18.866]:       1   Q = -15.9754 MeV
                      proton + C12 --> 2 proton + B11[183.060]:       1   Q = -16.1396 MeV
                      proton + C12 --> 2 proton + B11[188.899]:       1   Q = -16.1454 MeV
                      proton + C12 --> 2 proton + B11[191.560]:       1   Q = -16.1481 MeV
                      proton + C12 --> 2 proton + B11[196.497]:       1   Q = -16.153 MeV
                      proton + C12 --> 2 proton + B11[197.700]:       1   Q = -16.1542 MeV
                      proton + C12 --> 2 proton + B11[199.629]:       1   Q = -16.1561 MeV
                        proton + C12 --> 2 proton + B11[2.600]:       1   Q = -15.9591 MeV
                      proton + C12 --> 2 proton + B11[229.873]:       1   Q = -16.1864 MeV
                      proton + C12 --> 2 proton + B11[239.037]:       1   Q = -16.1955 MeV
                       proton + C12 --> 2 proton + B11[24.467]:       1   Q = -15.981 MeV
                      proton + C12 --> 2 proton + B11[245.437]:       1   Q = -16.2019 MeV
                      proton + C12 --> 2 proton + B11[249.732]:       1   Q = -16.2062 MeV
                      proton + C12 --> 2 proton + B11[252.149]:       1   Q = -16.2086 MeV
                      proton + C12 --> 2 proton + B11[254.926]:       1   Q = -16.2114 MeV
                      proton + C12 --> 2 proton + B11[263.958]:       1   Q = -16.2205 MeV
                       proton + C12 --> 2 proton + B11[27.903]:       1   Q = -15.9844 MeV
                      proton + C12 --> 2 proton + B11[272.811]:       1   Q = -16.2293 MeV
                       proton + C12 --> 2 proton + B11[28.797]:       1   Q = -15.9853 MeV
                      proton + C12 --> 2 proton + B11[289.250]:       1   Q = -16.2457 MeV
                       proton + C12 --> 2 proton + B11[29.150]:       1   Q = -15.9856 MeV
                       proton + C12 --> 2 proton + B11[29.297]:       1   Q = -15.9858 MeV
                      proton + C12 --> 2 proton + B11[298.429]:       1   Q = -16.2549 MeV
                      proton + C12 --> 2 proton + B11[299.891]:       1   Q = -16.2564 MeV
                       proton + C12 --> 2 proton + B11[31.985]:       1   Q = -15.9885 MeV
                       proton + C12 --> 2 proton + B11[32.363]:       1   Q = -15.9889 MeV
                       proton + C12 --> 2 proton + B11[32.627]:       1   Q = -15.9891 MeV
                      proton + C12 --> 2 proton + B11[326.135]:       1   Q = -16.2826 MeV
                      proton + C12 --> 2 proton + B11[326.241]:       1   Q = -16.2827 MeV
                       proton + C12 --> 2 proton + B11[33.514]:       1   Q =  -15.99 MeV
                      proton + C12 --> 2 proton + B11[342.470]:       1   Q = -16.299 MeV
                      proton + C12 --> 2 proton + B11[344.449]:       1   Q = -16.3009 MeV
                      proton + C12 --> 2 proton + B11[346.362]:       1   Q = -16.3029 MeV
                      proton + C12 --> 2 proton + B11[348.659]:       1   Q = -16.3052 MeV
                      proton + C12 --> 2 proton + B11[349.505]:       1   Q = -16.306 MeV
                      proton + C12 --> 2 proton + B11[350.919]:       1   Q = -16.3074 MeV
                      proton + C12 --> 2 proton + B11[351.543]:       1   Q = -16.308 MeV
                      proton + C12 --> 2 proton + B11[356.111]:       1   Q = -16.3126 MeV
                      proton + C12 --> 2 proton + B11[368.883]:       1   Q = -16.3254 MeV
                      proton + C12 --> 2 proton + B11[369.828]:       1   Q = -16.3263 MeV
                      proton + C12 --> 2 proton + B11[373.312]:       1   Q = -16.3298 MeV
                       proton + C12 --> 2 proton + B11[38.254]:       1   Q = -15.9948 MeV
                      proton + C12 --> 2 proton + B11[380.228]:       1   Q = -16.3367 MeV
                      proton + C12 --> 2 proton + B11[386.370]:       1   Q = -16.3429 MeV
                       proton + C12 --> 2 proton + B11[39.968]:       1   Q = -15.9965 MeV
                      proton + C12 --> 2 proton + B11[390.622]:       1   Q = -16.3471 MeV
                        proton + C12 --> 2 proton + B11[4.143]:       1   Q = -15.9606 MeV
                      proton + C12 --> 2 proton + B11[402.549]:       1   Q = -16.359 MeV
